组织名称,部门名称,a_position,b_position,relationship
积余江苏苏州区域,无锡雍荣院物业管理中心客服部,积余江苏_雍荣院_客服部_客服前台,客服管家,1
积余江苏苏州区域,无锡雍荣院物业管理中心客服部,积余江苏_雍荣院_客服部_客服前台,无,0
积余江苏苏州区域,无锡雍荣院物业管理中心客服部,积余江苏_雍荣院_客服部_客服前台,积余江苏_雍荣院_客服部_客服前台,1
积余江苏苏州区域,无锡雍荣院物业管理中心客服部,积余江苏_雍荣院_客服部_客服前台,营运,0
积余江苏苏州区域,无锡雍荣院物业管理中心客服部,积余江苏_雍荣院_客服部_客服管家,/,0
积余江苏苏州区域,无锡雍荣院物业管理中心客服部,积余江苏_雍荣院_客服部_客服管家,事务助理,0
积余江苏苏州区域,无锡雍荣院物业管理中心客服部,积余江苏_雍荣院_客服部_客服管家,安管,0
积余江苏苏州区域,无锡雍荣院物业管理中心客服部,积余江苏_雍荣院_客服部_客服管家,客服,1
积余江苏苏州区域,无锡雍荣院物业管理中心客服部,积余江苏_雍荣院_客服部_客服管家,环境清洁专员,0
积余江苏苏州区域,无锡雍荣院物业管理中心客服部,积余江苏_雍荣院_客服部_客服管家,积余江苏_雍荣院_客服部_客服管家,1
积余江苏苏州区域,无锡雍荣院物业管理中心客服部,积余江苏_雍荣院_客服部_收费员,/,0
积余江苏苏州区域,无锡雍荣院物业管理中心客服部,积余江苏_雍荣院_客服部_收费员,前台收银,1
积余江苏苏州区域,无锡雍荣院物业管理中心客服部,积余江苏_雍荣院_客服部_收费员,客服管家,1
积余江苏苏州区域,无锡雍荣院物业管理中心客服部,积余江苏_雍荣院_客服部_收费员,收款员,1
积余江苏苏州区域,无锡雍荣院物业管理中心客服部,积余江苏_雍荣院_客服部_收费员,积余江苏_雍荣院_客服部_收费员,1
积余江苏苏州区域,无锡雍荣院物业管理中心工程部,积余江苏_雍荣苑_工程部_工程主管,/,0
积余江苏苏州区域,无锡雍荣院物业管理中心工程部,积余江苏_雍荣苑_工程部_工程主管,助理经理,0
积余江苏苏州区域,无锡雍荣院物业管理中心工程部,积余江苏_雍荣苑_工程部_工程主管,工程主管,1
积余江苏苏州区域,无锡雍荣院物业管理中心工程部,积余江苏_雍荣苑_工程部_工程主管,工程综合主管,1
积余江苏苏州区域,无锡雍荣院物业管理中心工程部,积余江苏_雍荣苑_工程部_工程主管,积余江苏_雍荣苑_工程部_工程主管,1
积余江苏苏州区域,无锡雍荣院物业管理中心工程部,积余江苏_雍荣苑_工程部_工程主管,综合领班,0
积余江苏苏州区域,无锡雍荣院物业管理中心工程部,积余江苏_雍荣院_工程部_综合维修,/,0
积余江苏苏州区域,无锡雍荣院物业管理中心工程部,积余江苏_雍荣院_工程部_综合维修,厂务电工,0
积余江苏苏州区域,无锡雍荣院物业管理中心工程部,积余江苏_雍荣院_工程部_综合维修,工程,1
积余江苏苏州区域,无锡雍荣院物业管理中心工程部,积余江苏_雍荣院_工程部_综合维修,积余江苏_雍荣院_工程部_综合维修,1
积余江苏苏州区域,无锡雍荣院物业管理中心工程部,积余江苏_雍荣院_工程部_综合维修,维修工,1
积余江苏苏州区域,无锡雍荣院物业管理中心工程部,积余江苏_雍荣院_工程部_综合维修,维修电工,1
积余江苏苏州区域,无锡雍荣院物业管理中心工程部,积余江苏_雍荣院_工程部_综合维修,装配,0
积余江苏苏州区域,无锡雍荣院物业管理中心综合部,积余江苏_雍荣苑项目_综合部_综合主管,/,0
积余江苏苏州区域,无锡雍荣院物业管理中心综合部,积余江苏_雍荣苑项目_综合部_综合主管,大堂经理,0
积余江苏苏州区域,无锡雍荣院物业管理中心综合部,积余江苏_雍荣苑项目_综合部_综合主管,客房经理,0
积余江苏苏州区域,无锡雍荣院物业管理中心综合部,积余江苏_雍荣苑项目_综合部_综合主管,文员,0
积余江苏苏州区域,无锡雍荣院物业管理中心综合部,积余江苏_雍荣苑项目_综合部_综合主管,物业经理,0
积余江苏苏州区域,无锡雍荣院物业管理中心综合部,积余江苏_雍荣苑项目_综合部_综合主管,环境主管,0
积余江苏苏州区域,无锡雍荣院物业管理中心综合部,积余江苏_雍荣苑项目_综合部_综合主管,积余江苏_无锡栖景澜园_客服部_客服主管,0
积余江苏苏州区域,无锡雍荣院物业管理中心综合部,积余江苏_雍荣苑项目_综合部_综合主管,积余江苏_雍荣苑项目_综合部_综合主管,1
积余江苏苏州区域,无锡雍荣院物业管理中心综合部,积余江苏_雍荣苑项目_综合部_综合主管,项目主管,1
积余江苏苏州区域,常熟琴臻雅院北区,积余江苏_琴臻雅院_客户服务部_客服主管,前台主管,0
积余江苏苏州区域,常熟琴臻雅院北区,积余江苏_琴臻雅院_客户服务部_客服主管,客服主管,1
