组织名称,部门名称,a_position,b_position,relationship
浙江中外运有限公司宁波甬通分公司,宁波甬通箱运三部,计划调度助理-配载,物流部配载员,1
浙江中外运有限公司宁波甬通分公司,宁波甬通箱运三部,计划调度助理-配载,甬通订舱中心配载,1
浙江中外运有限公司宁波甬通分公司,宁波甬通箱运三部,计划调度助理-配载,箱运三部配载员,1
浙江中外运有限公司宁波甬通分公司,宁波甬通箱运三部,计划调度助理-配载,计划调度助理-配载,1
浙江中外运有限公司宁波甬通分公司,宁波甬通箱运三部,计划调度助理主管-配载,待业,0
浙江中外运有限公司宁波甬通分公司,宁波甬通箱运三部,计划调度助理主管-配载,操作,0
浙江中外运有限公司宁波甬通分公司,宁波甬通箱运三部,计划调度助理主管-配载,箱运三部配载员,1
浙江中外运有限公司宁波甬通分公司,宁波甬通箱运三部,计划调度助理主管-配载,计划调度助理主管-配载,1
浙江中外运有限公司宁波甬通分公司,宁波甬通箱运三部,计划调度高级专员-配载,操作,0
浙江中外运有限公司宁波甬通分公司,宁波甬通箱运三部,计划调度高级专员-配载,箱运三部配载员,1
浙江中外运有限公司宁波甬通分公司,宁波甬通箱运三部,计划调度高级专员-配载,计划调度高级专员-配载,1
浙江中外运有限公司宁波甬通分公司,宁波甬通箱运四部,客户服务高级专员-客服,客户服务高级专员-客服,1
浙江中外运有限公司宁波甬通分公司,宁波甬通箱运四部,客户服务高级专员-客服,待业,0
浙江中外运有限公司宁波甬通分公司,宁波甬通箱运四部,客户服务高级专员-客服,操作,0
浙江中外运有限公司宁波甬通分公司,宁波甬通箱运四部,客户服务高级专员-客服,箱运五部配载员,0
浙江中外运有限公司宁波甬通分公司,宁波甬通箱运四部,客户服务高级专员-客服,箱运十一部配载员,0
浙江中外运有限公司宁波甬通分公司,宁波甬通箱运四部,客户服务高级专员-客服,箱运四部配载员,0
浙江中外运有限公司宁波甬通分公司,宁波甬通箱运四部,客户服务高级专员-客服,计划调度助理主管-配载,0
浙江中外运有限公司宁波甬通分公司,宁波甬通箱运四部,服务支持主管-单证,服务支持主管-单证,1
