组织名称,部门名称,a_position,b_position,relationship
招商局港口（华南）营运中心,CCT港区操作部现场作业,堆场作业领班,CCT操作部操作培训生-堆场作业领班,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,堆场作业领班,CCT操作部操作培训生-现场/控制,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,堆场作业领班,堆场作业领班,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,堆场作业领班,妈湾港区操作部船舶作业领班,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,堆场作业领班,海星操作部操作培训生-船舶作业领班,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,CCT操作部场桥司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,CCT操作部场桥司机_班长,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,CCT操作部岸桥司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,CCT操作部岸桥司机_班长,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,CCT操作部机械作业室作业三队岸桥司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,CCT操作部机械作业室作业二队岸桥司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,CCT操作部流机司机,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,CHCC操作部场桥司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,CHCC操作部场桥司机_班长,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,CHCC操作部岸桥司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,CHCC操作部机械作业室作业二队岸桥司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,CHCC操作部机械作业室作业二队门机司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,CHCC操作部门机司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,MCT1操作部岸桥司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,MCT1操作部机械作业室作业二队岸桥司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,MCT2操作部场桥司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,MCT2操作部岸桥司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,MCT2操作部机械作业室作业二队岸桥司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,下士,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,交通机管员,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,仓库员,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,仓管员,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,保安,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,保安员,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,副中队长,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,叉车司机,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,叉车培训,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,员工,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,固定吊司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,场桥司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,场桥司机\固定吊司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,场桥司机（班长）,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,士兵,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,士官,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,岸桥司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,岸桥司机兼场桥司机（班长）,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,岸桥司机班长,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,岸桥司机（场桥班长）,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,岸桥司机（班长),1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,岸桥司机（班长）,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,工人,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,工程测绘员,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,带班师傅,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,战士,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,技术员,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,机械司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,桥吊\固定吊司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,班长,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,理货,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,空中叉司机,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,空叉司机,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,空重叉司机,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,空重叉司机（班长）,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,网络管理员,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,营业主任,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,车间技术员,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,门座吊司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,门机司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,门机司机（班长）,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机,龙门吊司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机兼教练,CCT操作部岸桥司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机兼教练,CCT操作部岸桥司机_班长,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机兼教练,CCT操作部岸桥司机（教练）,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机兼教练,CCT操作部机械作业室作业二队岸桥司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,岸桥司机兼教练,岸桥司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,工班计划领班,CCT操作部作业控制室现场作业作业指导员,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,工班计划领班,CCT操作部工班计划领班,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,工班计划领班,CCT操作部机械作业室作业二队岸桥司机,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,工班计划领班,CCT操作部船舶作业领班,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,工班计划领班,MCT2操作部工班计划领班,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,工班计划领班,作业指导员,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,工班计划领班,场桥司机,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,工班计划领班,岸桥司机,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,操作培训生-船舶作业领班,CCT操作部操作培训生-船舶作业领班,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,操作培训生-船舶作业领班,上等兵,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,操作培训生-船舶作业领班,操作培训生-现场/控制,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,操作培训生-船舶作业领班,操作培训生-船舶作业领班,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,流机司机,CCT操作部流机司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,流机司机,CCT操作部流机司机_班长,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,流机司机,CHCC操作部流机司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,流机司机,司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,流机司机,员工,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,流机司机,帮工,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,流机司机,流机司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,流机司机,空叉司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,流机司机,空重叉司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,流机司机,空重叉司机（班长）,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,流机司机,驾驶员,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,流机司机兼教练,CCT操作部流机司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,流机司机兼教练,CCT操作部流机司机_班长,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,流机司机兼教练,CCT操作部流机司机兼教练,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,流机司机兼教练,空重叉司机,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,流机司机兼教练,重叉驾驶,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,现场支援监督,CCT操作部作业控制室现场作业中级作业指导员,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,现场支援监督,CCT操作部场桥司机,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,现场支援监督,CCT操作部场桥司机_班长,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,现场支援监督,CCT操作部工班计划领班,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,现场支援监督,CCT操作部机械作业室作业二队岸桥司机,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,现场支援监督,CCT操作部现场支援监督,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,现场支援监督,CCT操作部高级工班计划领班,0
招商局港口（华南）营运中心,CCT港区操作部现场作业,现场支援监督,CCT操作部高级现场支援领班,1
招商局港口（华南）营运中心,CCT港区操作部现场作业,现场支援监督,中级作业指导员,1
