组织名称,部门名称,a_position,b_position,relationship
珠中江片区,珠海湖心明荟花园案场,积余佛山_珠海湖心明荟营销服务中心_秩序维护班长,员工,0
珠中江片区,珠海湖心明荟花园案场,积余佛山_珠海湖心明荟营销服务中心_秩序维护班长,秩序维护副班长,1
珠中江片区,珠海湖心明荟花园案场,积余佛山_珠海湖心明荟营销服务中心_秩序维护班长,秩序维护员,1
珠中江片区,珠海湖心明荟花园案场,积余佛山_珠海湖心明荟营销服务中心_秩序维护班长,秩序维护班长,1
珠中江片区,珠海湖心明荟花园案场,积余佛山_珠海湖心明荟营销服务中心_项目经理助理,客服主任,0
珠中江片区,珠海湖心明荟花园案场,积余佛山_珠海湖心明荟营销服务中心_项目经理助理,待业,0
珠中江片区,珠海湖心明荟花园案场,积余佛山_珠海湖心明荟营销服务中心_项目经理助理,自营商店,0
珠中江片区,珠海湖心明荟花园案场,积余佛山_珠海湖心明荟营销服务中心_项目经理助理,项目经理,1
珠中江片区,珠海湖心明荟花园案场,积余佛山_珠海湖心明荟营销服务中心_项目经理助理,项目经理助理（主持工作）,1
珠中江片区,珠海湖心明荟花园案场,积余佛山_珠海湖心明荟营销服务中心_项目经理助理,项目负责人,0
辽港控股（营口）有限公司实业发展分公司,IT服务中心,出纳,IT服务中心部门员工,0
辽港控股（营口）有限公司实业发展分公司,IT服务中心,出纳,招商港航数字科技财务管理部出纳,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,出纳,营口港信息公司会计,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,出纳,营口港信财务管理部/出纳,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副总经理,IT服务中心副总经理,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副总经理,副总经理,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副总经理,大连口岸物流科技公司审批人,0
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副总经理,大连口岸物流网股份有限公司副总经理,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副总经理,巡查组成员(辽港高管副职)_有限,0
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副总经理,纪委书记、工会主席,0
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副总经理,营口港信产品交付中心副经理,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副总经理,营口港信息公司副经理,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副总经理,营港集团综合部部长助理,0
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,IT服务中心部门副经理,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,公司总监,0
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,副主任科员,0
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,副经理,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,待业,0
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,技术员,0
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,招商港航数字科技产品交付中心副经理,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,招商港航数字科技人力资源/行政部副经理,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,招商港航数字科技创新研发中心副经理,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,招商港航数字科技市场商务部副经理,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,招商港航数字科技技术支持中心副经理,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,招商港航数字科技运维服务中心副经理,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,科员,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,经理,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,营口港信产品交付中心副经理,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,营口港信创新研发中心副经理,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,营口港信市场商务部副经理,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,营口港信息公司IT云平台部副经理,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,营口港信息公司IT解决方案部经理,0
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,营口港信息公司业务部经理,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,营口港信息公司开发工程师,0
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,营口港信息公司运维工程师,0
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,营口港信技术支持中心副经理,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,营口港信科技有限公司综合部经理,0
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,营口港信运维服务中心副经理,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,部门副经理,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,副经理,部门经理,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,原型工程师,IT服务中心部门员工,0
辽港控股（营口）有限公司实业发展分公司,IT服务中心,原型工程师,招商港航数字科技产品交付中心原型工程师,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,原型工程师,营口港信产品交付中心/原型工程师,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,原型工程师,营口港信息公司开发工程师,0
辽港控股（营口）有限公司实业发展分公司,IT服务中心,合规专员,IT服务中心部门员工,0
辽港控股（营口）有限公司实业发展分公司,IT服务中心,合规专员,招商港航数字科技质量安全部合规专员,1
辽港控股（营口）有限公司实业发展分公司,IT服务中心,合规专员,营口港信息公司业务主管,0
辽港控股（营口）有限公司实业发展分公司,IT服务中心,合规专员,营口港信质量安全部/合规专员,1
