组织名称,部门名称,a_position,b_position,relationship
中外运（深圳）供应链管理有限公司,深圳供应链公司管理层,总经理,主管,1
中外运（深圳）供应链管理有限公司,深圳供应链公司管理层,总经理,公司管理层副总经理,1
中外运（深圳）供应链管理有限公司,深圳供应链公司管理层,总经理,公司管理层副总经理[兼职],1
中外运（深圳）供应链管理有限公司,深圳供应链公司管理层,总经理,员工,0
中外运（深圳）供应链管理有限公司,深圳供应链公司管理层,总经理,总经理,1
中外运（深圳）供应链管理有限公司,深圳供应链公司管理层,总经理,总经理室总经理,1
中外运（深圳）供应链管理有限公司,深圳供应链公司管理层,总经理,汕头中外运有限公司总经理,1
中外运（深圳）供应链管理有限公司,深圳供应链公司管理层,总经理,深汕区域总经理助理[兼职],0
中外运（深圳）供应链管理有限公司,深圳供应链公司管理层,总经理,物流部经理1,0
中外运（深圳）供应链管理有限公司,深圳供应链公司管理层,总经理,组长,1
中外运（深圳）供应链管理有限公司,深圳供应链公司管理层,总经理助理,Sr. Contract Logistics Manager,0
中外运（深圳）供应链管理有限公司,深圳供应链公司管理层,总经理助理,中国外运物流发展有限公司汽车团队运营管理部经理,1
中外运（深圳）供应链管理有限公司,深圳供应链公司管理层,总经理助理,华北区总监,0
中外运（深圳）供应链管理有限公司,深圳供应链公司管理层,总经理助理,合同物流高级经理,0
中外运（深圳）供应链管理有限公司,深圳供应链公司管理层,总经理助理,国际业务部职员,0
中外运（深圳）供应链管理有限公司,深圳供应链公司管理层,总经理助理,奉贤轮胎系统操作,0
中外运（深圳）供应链管理有限公司,深圳供应链公司管理层,总经理助理,总经理助理,1
中外运（深圳）供应链管理有限公司,深圳供应链公司管理层,总经理助理,汽车轮胎部助理1,0
中外运（深圳）供应链管理有限公司,深圳供应链公司管理层,总经理助理,汽车轮胎部职员,0
中外运（深圳）供应链管理有限公司,深圳供应链公司管理层,总经理助理,综合部部门经理,0
中外运（深圳）供应链管理有限公司,深圳供应链公司管理层,总经理助理,运营管理中心副总经理,1
中外运（深圳）供应链管理有限公司,深圳供应链公司管理层,总经理助理,运营管理高级经理,0
中外运（深圳）供应链管理有限公司,深圳供应链运营调度部深圳运作中心,运营调度部深圳运作中心单证高级专员,单证专员,1
中外运（深圳）供应链管理有限公司,深圳供应链运营调度部深圳运作中心,运营调度部深圳运作中心单证高级专员,单证高级专员,1
中外运（深圳）供应链管理有限公司,深圳供应链运营调度部深圳运作中心,运营调度部深圳运作中心单证高级专员,国内业务部调度专员,1
中外运（深圳）供应链管理有限公司,深圳供应链运营调度部深圳运作中心,运营调度部深圳运作中心单证高级专员,海外业务部单证专员,1
中外运（深圳）供应链管理有限公司,深圳供应链运营调度部深圳运作中心,运营调度部深圳运作中心单证高级专员,海运操作,1
中外运（深圳）供应链管理有限公司,深圳供应链运营调度部深圳运作中心,运营调度部深圳运作中心单证高级专员,物流专员,1
中外运（深圳）供应链管理有限公司,深圳供应链运营调度部深圳运作中心,运营调度部深圳运作中心单证高级专员,调度专员,1
中外运（深圳）供应链管理有限公司,深圳供应链运营调度部深圳运作中心,运营调度部深圳运作中心单证高级专员,运营调度部深圳运作中心单证高级专员,1
中外运（深圳）供应链管理有限公司,深圳供应链运营调度部深圳运作中心,运营调度部深圳运作中心单证高级专员,通讯电子事业部运输部单证专员,1
中外运（深圳）供应链管理有限公司,深圳供应链运营调度部深圳运作中心,运营调度部深圳运作中心调度高级专员,储备干部,0
中外运（深圳）供应链管理有限公司,深圳供应链运营调度部深圳运作中心,运营调度部深圳运作中心调度高级专员,单证专员,0
中外运（深圳）供应链管理有限公司,深圳供应链运营调度部深圳运作中心,运营调度部深圳运作中心调度高级专员,国内业务部调度专员,1
中外运（深圳）供应链管理有限公司,深圳供应链运营调度部深圳运作中心,运营调度部深圳运作中心调度高级专员,整车发运专员,1
中外运（深圳）供应链管理有限公司,深圳供应链运营调度部深圳运作中心,运营调度部深圳运作中心调度高级专员,海外业务部中港拖项目操作经理,0
中外运（深圳）供应链管理有限公司,深圳供应链运营调度部深圳运作中心,运营调度部深圳运作中心调度高级专员,物流项目专员,1
中外运（深圳）供应链管理有限公司,深圳供应链运营调度部深圳运作中心,运营调度部深圳运作中心调度高级专员,调度专员,1
中外运（深圳）供应链管理有限公司,深圳供应链运营调度部深圳运作中心,运营调度部深圳运作中心调度高级专员,调度高级专员,1
中外运（深圳）供应链管理有限公司,深圳供应链运营调度部深圳运作中心,运营调度部深圳运作中心调度高级专员,运营调度部深圳运作中心调度高级专员,1
中外运（深圳）供应链管理有限公司,深圳供应链运营调度部深圳运作中心,运营调度部深圳运作中心调度高级专员,通讯电子事业部运输部调度专员,1
中外运（深圳）供应链管理有限公司,深圳供应链运营调度部深圳运作中心,运营调度部深圳运作中心调度高级专员,零担调度,1
中外运（深圳）供应链管理有限公司,深圳供应链运营调度部深圳运作中心,运营调度部深圳运作中心调度高级主管,Assistant Project Manager,0
