组织名称,部门名称,a_position,b_position,relationship
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,客户管理主管,业务发展中心高级客户经理,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,客户管理主管,信贷业务部总经理,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,客户管理主管,大客户部高级客户经理,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,客户管理主管,客户管理主管,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,客户管理主管,市场营销部高级客户经理,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,客户管理主管,待业,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,客户管理主管,战略客户部高级客户经理,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,客户管理主管,报务员,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,客户管理主管,支行长,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,客服助理主管,大客户部客服操作专员,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,客服助理主管,大客户部项目操作助理主管,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,客服助理主管,客服助理主管,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,客服助理主管,客服操作部客服主管,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,客服助理主管,客服部OP,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,客服助理主管,战略客户部项目操作助理主管,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,客服助理主管,采购,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,客服助理主管,集运业务部客服主管,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,客服助理主管,集运业务部销售专员,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,客服助理主管,集运物流部操作主管,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,客服助理主管,集运物流部销售专员,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,市场研究高级经理,业务员,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,市场研究高级经理,公司管理层副总经理,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,市场研究高级经理,大客户部供应链研究室主任研究员,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,市场研究高级经理,大客户部供应链研究室主任研究员[兼职],0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,市场研究高级经理,大客户部项目高级经理,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,市场研究高级经理,市场研究高级经理,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,市场研究高级经理,市场营销部总经理,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,市场研究高级经理,待业,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,市场研究高级经理,战略客户部项目高级经理,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,市场研究高级经理,教师,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,市场研究高级经理,经理,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,市场研究高级经理,职员,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,市场研究高级经理,运营管理中心供应链研究室主任研究员,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,市场研究高级经理,部门经理,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,战略客户部/一体化营销中心副总经理,业务发展中心销售总监,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,战略客户部/一体化营销中心副总经理,公司管理层副总经理1,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,战略客户部/一体化营销中心副总经理,公司管理层常务副总经理（主持工作）,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,战略客户部/一体化营销中心副总经理,公司管理层总经理,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,战略客户部/一体化营销中心副总经理,公司管理层总经理[兼职],1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,战略客户部/一体化营销中心副总经理,公司管理层总经理助理2,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,战略客户部/一体化营销中心副总经理,大客户部副总经理,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,战略客户部/一体化营销中心副总经理,工程技术,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,战略客户部/一体化营销中心副总经理,战略客户部/一体化营销中心副总经理,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,战略客户部/一体化营销中心副总经理,战略客户部副总经理,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,战略客户部/一体化营销中心副总经理,战略客户部战略客户部副总经理,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,战略客户部/一体化营销中心副总经理,福州大裕常务副总经理,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,战略客户部/一体化营销中心副总经理,箱管部中控员,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,战略客户部/一体化营销中心副总经理,箱管部经理,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,战略客户部/一体化营销中心副总经理,箱管部经理助理,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,战略客户部/一体化营销中心副总经理,销售平台销售总监,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,项目管理高级经理,业务发展中心销售总监,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,项目管理高级经理,公司管理层副总经理,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,项目管理高级经理,公司管理层副总经理1,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,项目管理高级经理,公司管理层副总经理（主持工作）,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,项目管理高级经理,公司管理层常务副总经理（主持工作）,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,项目管理高级经理,公司管理层总经理助理,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,项目管理高级经理,公司管理层总经理助理1,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,项目管理高级经理,医药物流部项目高级经理,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,项目管理高级经理,大客户部医药项目高级经理,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,项目管理高级经理,大客户部项目支持高级经理,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,项目管理高级经理,大客户部项目物流总监,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,项目管理高级经理,工程物流部三组负责人,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,项目管理高级经理,市场运营部副经理,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,项目管理高级经理,市场运营部经理[兼职],0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,项目管理高级经理,战略客户部项目支持高级经理,1
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,项目管理高级经理,报关部经理[兼职],0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,项目管理高级经理,石湖办事处经理[兼职],0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,项目管理高级经理,综合业务部副经理1,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,项目管理高级经理,运营中心项目物流总监,0
中国外运福建有限公司,福建公司战略客户部/一体化营销中心,项目管理高级经理,项目管理高级经理,1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全环保部（应急管理部）副总经理,冷箱工程部经理,0
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全环保部（应急管理部）副总经理,安全与法律部总经理助理,1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全环保部（应急管理部）副总经理,安全环保部安全环保部副总经理,1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全环保部（应急管理部）副总经理,安全环保部（应急管理部）副总经理,1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全环保部（应急管理部）副总经理,安全生产管理部总经理助理,1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全环保部（应急管理部）副总经理,安全管理部安全管理部副总经理,1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全环保部（应急管理部）副总经理,安全管理部总经理助理,1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全环保部（应急管理部）副总经理,安管部经理[兼职],1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全环保部（应急管理部）副总经理,市场运营部经理,0
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全环保部（应急管理部）副总经理,总经理室总经理室副总经理[兼职],0
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全环保部（应急管理部）副总经理,技术员、冷箱工程部经理助理,0
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全环保部（应急管理部）副总经理,技术部经理,0
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全环保部（应急管理部）副总经理,船舶电机员,0
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全环保部（应急管理部）副总经理,资产管理事业部副总经理[兼职],0
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全环保部（应急管理部）总经理,业务主管,0
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全环保部（应急管理部）总经理,公司管理层常务副总经理,1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全环保部（应急管理部）总经理,公司管理层总经理,1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全环保部（应急管理部）总经理,公司管理层总经理[兼职],0
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全环保部（应急管理部）总经理,副总经理,1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全环保部（应急管理部）总经理,副经理,1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全环保部（应急管理部）总经理,安全与法律部总经理,1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全环保部（应急管理部）总经理,安全环保部安全环保部总经理,1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全环保部（应急管理部）总经理,安全环保部（应急管理部）总经理,1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全环保部（应急管理部）总经理,安全生产管理部总经理,1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全环保部（应急管理部）总经理,安全管理部总经理,1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全管理主管,安全环保部安全主管,1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全管理主管,安全管理主管,1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全管理主管,安全管理助理主管,1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全管理主管,安全管理部安全主管,1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全管理主管,安环部主管,1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全管理主管,工程师,0
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全管理高级专员,EHS工程师,1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全管理高级专员,安全环保部安全专员,1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全管理高级专员,安全管理部安全专员,1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全管理高级专员,安全管理高级专员,1
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全管理高级专员,无,0
中国外运福建有限公司,福建公司安全环保部（应急管理部）,安全管理高级专员,环安工程师,0
中国外运福建有限公司集装箱事业部,集装箱事业部总经理室,集装箱事业部副总经理（常务）,代发工资人员[兼职],0
中国外运福建有限公司集装箱事业部,集装箱事业部总经理室,集装箱事业部副总经理（常务）,公司管理层副总经理,1
